level,term_path,term_id,term_url,title,agrovoc
5,c_6211>c_3049>c_8421>c_6672>c_6061,c_6061,http://aims.fao.org/aos/agrovoc/c_6061,- - - - Poles,
4,c_6211>c_3049>c_8421>c_6800,c_6800,http://aims.fao.org/aos/agrovoc/c_6800,- - - Sapwood,
4,c_6211>c_3049>c_8421>c_6831,c_6831,http://aims.fao.org/aos/agrovoc/c_6831,- - - Sawnwood,
4,c_6211>c_3049>c_8421>c_7154,c_7154,http://aims.fao.org/aos/agrovoc/c_7154,- - - Softwood,
2,c_6211>c_33118,c_33118,http://aims.fao.org/aos/agrovoc/c_33118,- Stored products,
2,c_6211>c_33517,c_33517,http://aims.fao.org/aos/agrovoc/c_33517,- Non food products,
2,c_6211>c_438,c_438,http://aims.fao.org/aos/agrovoc/c_438,- Animal products,
3,c_6211>c_438>c_12215,c_12215,http://aims.fao.org/aos/agrovoc/c_12215,- - Livestock products,
3,c_6211>c_438>c_1310,c_1310,http://aims.fao.org/aos/agrovoc/c_1310,- - Carcasses,
4,c_6211>c_438>c_1310>c_16168,c_16168,http://aims.fao.org/aos/agrovoc/c_16168,- - - Carcass composition,
4,c_6211>c_438>c_1310>c_6403,c_6403,http://aims.fao.org/aos/agrovoc/c_6403,- - - Quarters,
4,c_6211>c_438>c_1310>c_7056,c_7056,http://aims.fao.org/aos/agrovoc/c_7056,- - - Sides,
3,c_6211>c_438>c_16373,c_16373,http://aims.fao.org/aos/agrovoc/c_16373,- - Ivory,
3,c_6211>c_438>c_2502,c_2502,http://aims.fao.org/aos/agrovoc/c_2502,- - Eggs,
4,c_6211>c_438>c_2502>c_10549,c_10549,http://aims.fao.org/aos/agrovoc/c_10549,- - - Egg white,
4,c_6211>c_438>c_2502>c_14249,c_14249,http://aims.fao.org/aos/agrovoc/c_14249,- - - Shell-less eggs,
4,c_6211>c_438>c_2502>c_14387,c_14387,http://aims.fao.org/aos/agrovoc/c_14387,- - - Soft shelled eggs,
4,c_6211>c_438>c_2502>c_2501,c_2501,http://aims.fao.org/aos/agrovoc/c_2501,- - - Egg yolk,
3,c_6211>c_438>c_36538,c_36538,http://aims.fao.org/aos/agrovoc/c_36538,- - Cocoons,
3,c_6211>c_438>c_3655,c_3655,http://aims.fao.org/aos/agrovoc/c_3655,- - Hive products,
4,c_6211>c_438>c_3655>c_15919,c_15919,http://aims.fao.org/aos/agrovoc/c_15919,- - - Propolis,
4,c_6211>c_438>c_3655>c_26817,c_26817,http://aims.fao.org/aos/agrovoc/c_26817,- - - Royal jelly,
4,c_6211>c_438>c_3655>c_29026,c_29026,http://aims.fao.org/aos/agrovoc/c_29026,- - - Honeycomb extracts,
4,c_6211>c_438>c_3655>c_3652,c_3652,http://aims.fao.org/aos/agrovoc/c_3652,- - - Honey,
4,c_6211>c_438>c_3655>c_866,c_866,http://aims.fao.org/aos/agrovoc/c_866,- - - Beeswax,
3,c_6211>c_438>c_4669,c_4669,http://aims.fao.org/aos/agrovoc/c_4669,- - Meat,
4,c_6211>c_438>c_4669>c_15896,c_15896,http://aims.fao.org/aos/agrovoc/c_15896,- - - Dfd meat,
4,c_6211>c_438>c_4669>c_15920,c_15920,http://aims.fao.org/aos/agrovoc/c_15920,- - - Pse meat,
4,c_6211>c_438>c_4669>c_15978,c_15978,http://aims.fao.org/aos/agrovoc/c_15978,- - - Goat meat,
4,c_6211>c_438>c_4669>c_15983,c_15983,http://aims.fao.org/aos/agrovoc/c_15983,- - - Horse meat,
4,c_6211>c_438>c_4669>c_16026,c_16026,http://aims.fao.org/aos/agrovoc/c_16026,- - - Rabbit meat,
4,c_6211>c_438>c_4669>c_23996,c_23996,http://aims.fao.org/aos/agrovoc/c_23996,- - - Buffalo meat,
4,c_6211>c_438>c_4669>c_23998,c_23998,http://aims.fao.org/aos/agrovoc/c_23998,- - - Camel meat,
4,c_6211>c_438>c_4669>c_3183,c_3183,http://aims.fao.org/aos/agrovoc/c_3183,- - - Game meat,
5,c_6211>c_438>c_4669>c_3183>c_15145,c_15145,http://aims.fao.org/aos/agrovoc/c_15145,- - - - Venison,
5,c_6211>c_438>c_4669>c_3183>c_92331,c_92331,http://aims.fao.org/aos/agrovoc/c_92331,- - - - Bushmeat,
4,c_6211>c_438>c_4669>c_33469,c_33469,http://aims.fao.org/aos/agrovoc/c_33469,- - - Deboned meat,
5,c_6211>c_438>c_4669>c_33469>c_33471,c_33471,http://aims.fao.org/aos/agrovoc/c_33471,- - - - Mechanically deboned meat,
4,c_6211>c_438>c_4669>c_4162,c_4162,http://aims.fao.org/aos/agrovoc/c_4162,- - - Lamb meat,
4,c_6211>c_438>c_4669>c_4672,c_4672,http://aims.fao.org/aos/agrovoc/c_4672,- - - Meat cuts,
5,c_6211>c_438>c_4669>c_4672>c_11912,c_11912,http://aims.fao.org/aos/agrovoc/c_11912,- - - - Joints (meat),
5,c_6211>c_438>c_4669>c_4672>c_1587,c_1587,http://aims.fao.org/aos/agrovoc/c_1587,- - - - Chops,
5,c_6211>c_438>c_4669>c_4672>c_2897,c_2897,http://aims.fao.org/aos/agrovoc/c_2897,- - - - Fillets,
5,c_6211>c_438>c_4669>c_4672>c_4254,c_4254,http://aims.fao.org/aos/agrovoc/c_4254,- - - - Legs (meat),
5,c_6211>c_438>c_4669>c_4672>c_4421,c_4421,http://aims.fao.org/aos/agrovoc/c_4421,- - - - Loins,
5,c_6211>c_438>c_4669>c_4672>c_7047,c_7047,http://aims.fao.org/aos/agrovoc/c_7047,- - - - Shoulders,
5,c_6211>c_438>c_4669>c_4672>c_7380,c_7380,http://aims.fao.org/aos/agrovoc/c_7380,- - - - Steaks,
4,c_6211>c_438>c_4669>c_5015,c_5015,http://aims.fao.org/aos/agrovoc/c_5015,- - - Mutton,
4,c_6211>c_438>c_4669>c_6120,c_6120,http://aims.fao.org/aos/agrovoc/c_6120,- - - Pork,
4,c_6211>c_438>c_4669>c_6147,c_6147,http://aims.fao.org/aos/agrovoc/c_6147,- - - Poultry meat,
5,c_6211>c_438>c_4669>c_6147>c_24000,c_24000,http://aims.fao.org/aos/agrovoc/c_24000,- - - - Chicken meat,
5,c_6211>c_438>c_4669>c_6147>c_24021,c_24021,http://aims.fao.org/aos/agrovoc/c_24021,- - - - Duck meat,
